,id,retweet_count,lang,full_text,sentiment
151,1252533109293277184,0,en,"5 days ago Shri rahulgandhi highlighted certain important factors in his press conference to strengthen our flight against COVIDー19
However few tried to mock him Now the who and several professors Doctors LINK",positive
152,1252626639738961920,0,en,"Wear a mask 

wearamask usemask covid19 corona coronavirus preventcorona stayathome breakthechain indiafightscorona covidcare socialdistancing2020 socialdistance staysafe who  Thrissurkerela LINK",neutral
153,1258694231465607168,0,en,"Good afternoon Friends
RajGardenPlants ROOKHRAJPAUDHSHALA
corona covid19 IndiaFightsCorona stayhome staysafe family savefamily coronafreeindia coronafreeworld keepsocialdistancing washyourhands LINK",positive
154,1252561879156826112,0,en,On CivilServicesDay we all appreciate the enormous contribution of countless civil servants Their collective efforts are today helping the nation to combat CoronaVirus The entire nation values their work  LINK,neutral
155,1258669394634461185,0,en,"CORONA is No Joke
Dr Ranjit Singh from Govandi expired yesterday Today there is another sad news of his wife passing  awaydue to Corona 
RIP
 🙏🏻
Another doctor couple from Govandi 
Succumb to death 💀 

 LINK",negative
156,1258723673810235392,0,en,How Coronavirus vaccines  are being developed  Dombivli India LINK,positive
157,1260867395587104768,1,en,Gratitude towards coronawarriors Doctors working at gmcnagpur They are working hard 24x7 to serve covid19 patients Thanks annakshetra hersheysindia indiafoodbankingnetwork Team arunaspurohit  Government LINK,negative
158,1260881940284088320,0,en,"As parents  all of us are worried about our kids schooling due to COVID19 situation

Its obvious theyre going to miss Schooling Learning amp most importantly Socializing for at least couple months but whats LINK",positive
159,1251900219576463365,0,en,A concert in your living room performed by each artist from their home stayhomestaysafe togetherathome togetherathome stongertogether fightingcorona covid19 thistooshallpass jayston jaystondsouza  Thane LINK,neutral
160,1252554164485402624,0,en,"Team SKNMCampGH  Community Outreach Psychosocial counseling of migrant workers for their mental well being during COVID19 Epidemic day1

mentalhealth migrantworkers communitypsychiatry

sknmcgh punecity  LINK",negative
161,1252607076003708929,0,en,Indian Red Cross Society Salcete interaction and COVID awareness for the construction team of Ctr Santosh George on 17th April 20 at Aquem and Agalli Margao Goa  Indian Red Cross LINK,neutral
162,1252795255298162691,0,en,"Inadia Very Positive News 🙂

coronafightsindia coronavirus 
positivenews  Begusarai LINK",positive
163,1260979750878752771,0,en,"What we want 
N 
What we get

coronavirus lockdown netflix lockdown4 strangerthings4 negiup quote new  Negiup ProductIons LINK",positive
164,1252125175971287040,0,en,Stay Home Safely Thank u 🏁doctos nurses sanitaryworkers police government public  tiruppur coimbatore chennai covoid19 corona selfquarantine  preventions symptoms design logo creatives support LINK,positive
165,1252250664400453632,0,en,"Mysore off late is being dubbed as the Corona Capital of Karnataka  But this culturalcapital is also famous for WasteManagement

Thanks to eco conscious people like deepaaashi who dabbles between photoshoots LINK",positive
166,1252467454632235008,1,en,"We were visited by the goodest boy last summer

mahulifarms
nature
ecotourism 
agrotourism 
weekendgetaway 
ecoresortnearmumbai
resortnearmumbai 
resortsnearthane 
coronavirus
socialdistancing 
stayhomestaysafe dogs LINK",neutral
167,1258682827651989504,0,en,"LINK
Huge shoutout to all of you for your generosity 
Lets continue to fight against covid19

I have supported  even you all can support and show some love to CHD group 
About LINK",positive
168,1251738753896497153,2,en,LETS REPAIR OUR PLANETJUST STAY HOME AND LET THE POLICEHEALTH WORKERS amp DOCTORS DO THE JOB please cooperate STAY HOME and prevent SPREAD of CORONA  Agra Uttar Pradesh LINK,neutral
169,1251738872209342464,0,en,If he can why you cant Start exercise beat CORONA exercise pullups abs masti muscles photography  Kothrud LINK,neutral
170,1251881302552428544,1,en,"Follow teamvivekbindra For Business Growth

All our Businessmen are in Tremendous Tension that How to Handle Business in PostCorona Lockdown period  The Strategy to Bonce Back after Corona Lockdown
How to Manage LINK",positive
171,1252062631155785728,0,en,"To be successful who makes things happen
🔥🔥🔥🔥
✍✍✍✍
LikecommentShare 
✍✍✍✍
🙏🙏🙏🙏
Lockdown in India FIGHT with CORONA
✊GO CORONA GO
3fa4df950165490 👈👈👈
Go Corona Go
🙏🙏🙏🙏
STAY HOME SAFE LIFES 
🙏🙏🙏🙏
Type Yes  LINK",positive
172,1252433982551023616,0,en,"Maybe corona will come maybe its too much for us but its all on you Because if we cant protect the Earth you can be damn sure wel avenge it 
Be ready  gocorona lockdown2020 lockdown  Mumbai Maharashtra LINK",positive
173,1258695908956520448,0,en,coronavirus no garda  Shreeji Residency LINK,neutral
174,1258699251984580608,0,en,Foodstuffs delivery service to Abroad by Parcel Line Express selected countries worldwide 35days delivery service at most affordable rates services availabe after Covid19 Lockdown 30  Parcel Linex India LINK,positive
175,1260947600171102208,0,en,"Our Psychological Wellness Centre is continuing to help you even during this tough isolation period with all anti COVID19 aseptic precautions by appointment only Evening 730 onwards

euthymia LINK",negative
176,1252206424664551426,0,en,"Which came first the chicken or the egg

Series Life Under Lockdown
Shot in Mumbai on a grocery run

stayhome documentyourdays  staysafe  covid19  streetsofindia  streetsofindia  35mm LINK",negative
177,1252445429696016386,0,en,Shit I thought Singapore had it all under control This just shows how unpredictable this virus is and even when we think we have controlled it theres a resurgence Very tough LINK,negative
178,1252487422350364673,0,en,"Repost GEUOfficial getrepost

News
Always take the lead in helping those less fortunate than you 
Graphic Era has donated over 3500kgs of food to those afflicted with the coronavirus and has declared to LINK",positive
179,1252488238159269888,0,en,"Alert old pic

barbet following lockdown as per government orders  covid covi̇d19 lockdown2020 barbetsofinstagram kolkata centralpark birdsofinstagram saltlakecity saltlake calcutta naturephotography LINK",positive
180,1252560939238461440,0,en,"STAY HOME 🏡 
STAY SAFE 😷
SAVE LIVES 👨‍👩‍👧‍👦



stayhome stayhomevibes india corona quarantine staysafe stay home safe save lives gocorona lockdown lockdown2020  India LINK",positive
181,1258631254028824577,0,en,Beat the heatindiafightscorona covid19 quarantinelife tips precautions homequarantine usefultips stayhome staysafe stayhealthy staystrong staypositive stayconnected togetherwecan wearmask😷 mask LINK,neutral
182,1258687509564919810,0,en,The Mighty Djinn from the Small Lamp At the Carnival in Goa some color to break the dull  coronavirus days of lockdown and the failing economy of the globe  Mapusa India LINK,negative
183,1261121929064280067,0,en,"News Updates

InternationalStudents postgraduation work permit eligibility WONT be affected if your Fall2020 courses will be online due to COVID19 Students can begin programs online from outside Canada and LINK",negative
184,1261130992129134592,0,en,"Alumnus of Heritage Institute of Technology at Oxford University Covid19 vaccine team Press clipping in TOI 27th April 20 cover page LINK
covid19 coronavirus stayhome staysafe  Heritage LINK",neutral
185,1251767181471342593,1,en,"Follow teamvivekbindra For Business Growth

All our Businessmen are in Tremendous Tension that How to Handle Business in PostCorona Lockdown period  The Strategy to Bonce Back after Corona Lockdown
How to Manage LINK",positive
186,1252316386086576129,0,en,"Equip yourself with high immunity stay healthy 💪

👉 order now 👈 7000929113 

 healthdrink Healthiswealth COVIDー19 
 indore saketnagar
nitiaayog pimr startupindore
saketnagar indoretalk LINK",positive
187,1258681519868203009,0,en,"My editing skill is surely improving in this corona time 🤣
Yoga is love 💕
yogaonline
onlineyoga stayhome stayhappy stayhealthy covıd19 yogalifestyle backbends yogastretch  yogainstructor yogainspiration LINK",positive
188,1258682950968922112,0,en,"I swear

merachainvainsabujda merachainwainsabujda merachainwainsabujdasong😍😘 coronavirus covid covid19 covid19 bollywood bollywoodmemes bollywoodsongs  HCG Cancer Centre Vizag LINK",neutral
189,1261148642800525314,0,en,"Join us for LIVE Interaction with ABUSE Dr Jay M Panchal AhmedabadABUSE  by using this link LINK
   ABUSE For Pain Management amp Cancer Palliative CareABUSE   during COVID19 on 
Date May LINK",positive
190,1251891116233891845,0,en,"DOs AND DONTs FOR PEOPLE WORKING FROM HOME BY ODISHA GOVERNMENT

The Odisha government issued an advisory for people working from home during this lockdown period The Coronavirus has led to people working for LINK",neutral
191,1252141873680076805,0,en,"Centers for Disease Control and Prevention cdc reported that obesity and its associated conditions have put people at higher risk of COVID 19 complications 

Time to fightobesity 

coronaandobesity corona LINK",positive
192,1252813477967654912,0,en,"🇮🇳 India

️ StayAtHome

Notes Heavily Lockeddown Unreliable Data Poverty

🕛 204 Covid19

44",negative
193,1258640818186997760,0,en,"FirstQuarantineBirthday in 25 years Birthday celebration at home after long 4 years 

25thbirthday familytime homequarantine covid19  Smart City  Gwalior LINK",positive
194,1258679624021823488,0,en,"Will a postcovid India be any different

The corona pandemic has rattled everyone will the postcovid period be worse Please reach out fir my blog to read and share this article Link to my blog given in my LINK",negative
195,1251803177982275586,0,en,"You are what you eat
We are who we feed

The food hospitality industry has been hit substantially by COVID 

But We are who we feed

Life emotions and celebrations have taken a completely new LINK",positive
196,1252336725495558144,0,en,"🇮🇳 India

Covid19 Fast spreading but improving slightly contagion Est 001 of pop infected Peak daily deaths of 272 in 21 days Proj death toll 122 in 109 days

🕓 2004

14",positive
197,1252773647888068613,0,en,"Just rememberu cant climb the ladder of success with your hands in your pocket
☝️☝️☝️☝️
っ◔◡◔っ
  LikeCommentShare 
🙏🙏🙏🙏🙏🙏🙏
DAY Of Lockdown in India FIGHT with CORONA
✊GO CORONA GO
3fa4df950165490 👈👈👈
Go LINK",positive
198,1252115636119109637,0,en,"StayHome
tntogetheragainstcorona
test for covid19 RTPCR for the policemen in tirupathur district started today safety of frontline warriors against covid19 is of paramount importance
கொரோனா தடுப்பு LINK",neutral
199,1252144586924781571,0,en,"Home creativity 😛
stayhome
staysafe yogastretch yogastrong yogainstructor yogainspiration yogateacher yogatravel yoga covid19 covid19 lockdown2020 lockdown  yogamotivation  yogajourney  healing LINK",neutral
200,1252216380356587523,1,en,"SalmanKhan shared his special coronavirus themed song Titled  PyaarKarona 
He talked about all things positive amid the crisis through the track He said Emotionally pass raho aur physically duurr raho na
Sare LINK",positive
201,1252407105971056641,0,en,"Dont ever decide to stop you
🔥🔥🔥
Are u agree me 👇👇
Like it👍👍
🙏🙏🙏
LikeCommentShare 
👨‍💻👨‍💻👨‍💻
Lockdown in India FIGHT with CORONA
✊GO CORONA GO
3fa4df950165490 👈👈👈
Go Corona Go
🙏🙏🙏🙏
STAY HOME SAFE LIFES LINK",positive
202,1252518939206303744,0,en,"Will independent INDIA get INDEPENDENCE from clutcing and crushing CORONA  COVID19 by AUGUST 15th 20  

What NORTH KOREA did when it is engulfed with COVID19 

Why the MINISTRY OF FINANCE knowingly pushed LINK",positive
203,1258656826930806785,0,en,"Greetings of ২৫শে বৈশাখ  Rabindra Jayanti do visit the blog and subscribe by hitting the Bell icon
LINK

২৫শে বৈশাখ
ravindranathtagorejayanti 
bongo 
covid19 
sketching
jamshedpur  Kadma LINK",neutral
204,1260820978390765568,0,en,Wows never forget never give up the world trump Boris France Germany Israel India Russia China n more countries fear in the occupation due to coronavirus number one organization around the world more than 4 LINK,positive
205,1260845185833078784,0,en,"Happy customer 

facemask skincare mask covid maskerwajah beauty coronavirus skincareroutine maskerorganik masker facemasks n facemaskmurah maskermurah makeup stayhome selfcare maskerbubuk corona LINK",positive
206,1261129134320672770,0,en,Best way to support the Corona warriors is not by saying well done but by saying  we will do exactly what you tell has to do to fight😊,positive
207,1251888835123912711,0,en,"Glad to be a part

Hausla will release on Tuesday 21st April 20We all53 singers collab together to support india and fight against covid19 
timesmusichub elvisval sanchitmuzik roypallavi1 anubhutikkt106 LINK",positive
208,1260859075958640645,0,en,As the city that never sleeps experienced a calm like never before the mumbaipolice has risked their own lives to ensure that the nationwide lockdown is implemented and followed While the number of COVID19  cases LINK,positive
209,1251746564856401921,0,en,"Love is all around us At times of Corona 
untiltomorrow COVID19 LOVEYOURPETS staysafe stayhomesavelives stayhomeclub loveanimals  Bangalore India LINK",positive
210,1251791086139383808,0,en,This is still a very low number The trend continues Hope the Doomsday predictions dont come true Will be a massive boost for khan if he is able to control the spread LINK,positive
211,1251793672603041793,0,en,"Please stay at home and follow these guidelines because these are very important to protect you your beloved ones and for the country

influxinfotech IndiaFightsCorona covid19 coronavirus coronawarriors LINK",positive
212,1258774338024566784,0,en,Contribute for COVID19 Fighters  Kolkata  The City of Love LINK,positive
213,1258774859762429955,0,en,What is the point of this tweet LINK,neutral
214,1260813195331219456,0,en,"METHI NA GOTA straight from renupatel kitchen😋😋

Though you are in London you can still make us crave who are in Gujarat

foodainment gujjufarsan snacks breakfastideas breakfast quarantine corona LINK",positive
215,1260814876710072320,0,en,"Hey 👋 Check out my New Blog  
NOSTALGIA IN THE TIME OF COVID 19

Feel the love and remember how and when you met your life partners Join me down memory lane to rekindle the flame 🔥 and the friends and family LINK",positive
216,1260855106746175488,0,en,"Looking For Beautiful Home interiors 
Call our experts on 9241117111 TASAinteriordesigner Bangalore Factory up and running with all Covid Saftey and hygiene protocols in LINK",positive
217,1261014324308398080,0,en,"Its My Birthday Today 
My Birthday Wish is to Have No More New COVID19 Cases a Week From Today 🙏🏻😘
Let All Pray Together 
Miracles May Happen Any TimeLets Hope For The Best 
STAYSAFE STAYHOME SAVELIVES  LINK",positive
218,1252090329022394373,0,en,"who is this
🤔🤔🤔
Covid19India covid ModiUncle ModiLies bjp 😎
india  Gujarat LINK",neutral
219,1252236030851215364,0,en,kolkata fights against Coronavirus 💪  Kolkata  The City of Love LINK,positive
220,1258729664345862150,0,en,"Teleport gone wrong
Bored in the house
Bored in the house

haircut stayhome staysafe covid tiktok quarantine quarantined boredinthehouse editing homealone hyderabaddiaries hyderabad hyd pakkahyd LINK",negative
221,1258736039356743680,0,en,Our relentless effort to bring smile among underprivileged communities during lockdown situation in India Food and medical supply distribution going on regular basis Help us to fight against COVID 19 pandemic LINK,positive
222,1258851709998301184,0,en,Damn Modi is really resourceful He actually managed to get the deadly Corona virus released from Wuhan Right under Chinese noses  LINK,positive
223,1251723136929869824,0,en,ha covid19 coronaVirus 😝  Perfect Nine Super Market Store LINK,positive
224,1258727575372787713,0,en,"Won 2nd prize in MAIL contest by visualhousetvh for Indian Corona Rap Check the Video on YouTube
contest rap song tvh today coronavirus motivation coronawarriors india video quarantine LINK",neutral
225,1260827421726568448,0,en,"Lots of love and respect for the best dad ever and the best Engineer I know 
Him and the people working at Tata Power are the reason even during COVID19 Pandemic and Lockdown whole Mumbai is getting electricity LINK",positive
226,1260928767419199488,0,en,"As COVID19 continues to take over our lives host of false information has surrounded the topic Theres a lot of information circulating about COVID19 the pandemic disease caused by the novel coronavirus 

It is LINK",negative
227,1260948755043414017,0,en,"Finally  After Corona holidays  AB events start with a small one 😍


ABEvents9 


We are here for you 🤗


freshflowermandpas
weddingplanning
stayathome🏘️
staysafebuddies😊  Rajahmundry LINK",negative
228,1252191163991289861,1,en,UTC 7  IN    Coronavirus found in Indian bats scrutiny crucial for outbreak alerts The detection of potentially pathogenic coronavirus in Indian bats stresses the  health the study published in the Indian Journal of Medical Research said  LINK,neutral
229,1252425109995876362,0,en,Forefront of reporting at the cost of spreading the disease  LINK,neutral
230,1252435827268874247,0,en,"Hello Friends
RajGardenPlants 
memories covid19 corona Shayari love ishc pyar poem gazal poetry  shayar write writing write kavi kavita dard  heart dil heartbroken brokenheart tanhai LINK",positive
231,1258805088497393665,0,en,"Dalai Lama calls for coordinated global effort

DHARAMSHALA in a reference to the coronavirus crises in his Buddha Purnima message the Dalai Lama Thursday said the world must focus on what unites it as one human LINK",neutral
232,1260885167402635264,0,en,"JOIN OUR TEAM

We have an awesome amp flexible INTERNSHIP PROGRAM limited seats available

Send your CV today
MAIL

internship quarantine covid19 Covid19 covid19 vizagtrends vizag vizagite LINK",positive
233,1260952004064612352,0,en,"🍁


Shot On iPhone


ilalitjangid shotoniphone  apple 
rajasthan jodhpur village createathome 
lockdown nustaharamkhor covid carryminatimemes LINK",neutral
234,1252496568625881091,0,en,"Repost who 

Q How can I grocery shop safely in the time of COVID19

coronavirus KnowtheFacts     
coronavirus coronavirusoutbreak coronavirusoutbreakindia 
cegahviruskorona covid19india LINK",positive
235,1258630994883731458,0,en,"Fri workout done right 💪



homeworkout homequarantine lockdown2020 stayathome coronavirus scare  Pune Maharashtra LINK",positive
236,1258696783439503361,0,en,"Asana  Yoga Challenge 

Entry  Ved prakash sharma  vedprakash32 from Bihar

Asana name chakrasana
It will strengthen immunity that will be helpful to fight against corona virus It makes spinal cord and hand LINK",neutral
237,1258698808491495425,0,en,"Asana  Yoga Challenge 

Entry  Pulkit Verma thepulkitverma

Asana name chakrasana 
It will strengthen immunity that will be helpful to fight against corona virus It makes spinal cord and hand muscles strong LINK",positive
238,1258968219030822913,2,en,"Nope I am not lazy its the weekend😁😋








sunlight wewkend navsari fresh corona saturday photooftheday letitshine 
harshrajput love life gratitude quarantine quarantinelife stay stayhome LINK",positive
239,1260825034031063041,0,en,"🙏 Thank you CNBC TV18 for acknowledging and supporting our sincere work 
salaam internationalnursesday  atribute nursesanthem covid19 coronawarriors who  Studio Musicaa Musica Productions Initiative LINK",positive
240,1260832665231491072,0,en,"How did you celebrate worldcocktailday2020  
I give you Sharonas Corona A coffee based cocktail with a citrus tang after taste to sip through these hot summers  
Its quite simple Do give it a shot 
Heres LINK",positive
241,1260892260906000385,0,en,"World Corona Watch 
060 am on 14 May
Lucknow Post  Sonebhadra India LINK",neutral
242,1260929343804473346,0,en,"You are welcome and wellProducted We are safe to Serve you now by Following all COVID19 Safety Measures

chandrahyundai HyundaiIndia HyundaiCoimbatore HyundaiShowroom HyundaiCars HyundaiService Cars LINK",positive
243,1252467139837075459,1,en,"Follow teamvivekbindra For Business Growth

All our Businessmen are in Tremendous Tension that How to Handle Business in PostCorona Lockdown period  The Strategy to Bonce Back after Corona Lockdown
How to LINK",positive
244,1252477462283464704,0,en,"Stay tune will be live on Instagram today 21st April at 6 PM IST  with rakhisonar Rakhi Rupesh Sonar Mrs India tiara international 2018 on topic Fight Against covid 19

Follow back Insta LINK",positive
245,1252486779275489281,0,en,Killing time and going insane 🤪🤪🤪instagram covi̇d19 corona stayhome staysafe socialdistancing video funnymemes  Sector 62 Noida LINK,negative
246,1252553177385234432,1,en,UTC 7  IN    Sex workers specially susceptible to Coronavirus In India at least 10 million women work as commercial prostitutes Although  Nearly 16 per cent of Indian female sex workers had HIVAIDS in 2017  View article LINK,positive
247,1258655431611867137,0,en,"Keep your heels head amp standards high
Follow our page for regular fashion and lifestyle updates 

Visit Us LINK

fashion coronavirus lockdown2020  lockdown lockdownlife highheels cute LINK",positive
248,1260843299230953472,0,en,"VMC seals Tarsalis Mani Nagar society after first Corona positive case found A 39 year old male who is fruit seller found positive yesterday

ThePeopleofVadodara TPOV  Vadodara Gujarat India LINK",positive
249,1260846452600983552,0,en,"Virus protective Face shield

98 transparency Reusable washable unbreakable Long lasting durability 

For inquiry 91 9277755508

LINK 

corona
coronavirus
covid19 covid19 protection LINK",negative
250,1260879989903372288,0,en,nsitharaman PMOIndia BankofIndiaIN Under Covid scheme sanction is done to our agri account  Why charges like documentation and Mortgage are charged to MSME Loan with lot of Charges  LINK,neutral
251,1251857868959166466,0,en,We are all in This Together Fighting against ABUSE COVID19ABUSE  Stay Home Stay Healthy Save The World  Patna India LINK,positive
252,1251902458105921537,0,en,"Switzerland Thanking India for Covid Supplies

COVID19 INDORE india leapkreationsdesigns leapkreations hconcepts  H Concepts Technologies LINK",neutral
253,1252142221870202880,0,en,maskindia homemademask  staysafe stayinside corona will go soon mask safetyfirst quarentine  Ambala India LINK,neutral
254,1252537442277752833,0,en,"coronavid19 
corona 
Stay Home stay safe
Lets all stand together and fight against it 🙏  Coimbatore Tamil Nadu LINK",positive
255,1258646942051176448,0,en,"Do you know Helpful tips to avoid the corona virus
1 Avoid licking finger to turn papers
2 Avoid licking finger to count currency
3 Skip the habit of chewing nails
4 Leave the habit of thumb sucking
5 Do LINK",neutral
256,1251781242065911810,0,en,"Dear ground you are really missed
Please persuade covid19 to be stopped
So we can have you😊😊😊  Birla Sagar Higher Secondary School LINK",positive
257,1258862562457731072,0,en,"LINK
Unless the developed nations change course and pursue a radically different economic path after the crisis the gap between a slowgrowing West and an 13",positive
258,1260866314882646016,0,en,"Covid19 Wedding Arrangements
We are Ready with New Normal setup Date Postponed Check us with New Date New Plans Call for consultation
theacresclub 
RamadaNaviMumba 
parknavimumbai 
perfectdecormcg 
OR
It LINK",positive
259,1261008643216023553,0,en,While everyone is locked in their homes not risking themselves in this pandemic But there are few who are risking everything to save the people in need Cheers to the coronawarriors of India covid19 corona LINK,negative
260,1260857443984109568,0,en,"IMS AND SUM HOSPITAL IN BHUBANESWAR GETS PERMISSION FOR COVID19 TESTING 

IMS and SUM Hospital Bhubaneswar has received permission for conducting Covid19 testing One more facility testing facility added under the LINK",positive
261,1260964923682816000,2,en,"The Union in solidarity with students of the department expresses its resentment over the decision of the university to conduct exams in the midst of the global Covid19 crisis 
On 10520 the University issued a LINK",neutral
262,1261053596180705281,0,en,"LINK
Nationalism and jingoism are sweeping the world right now The economic crisis created by COVID19 will only exacerbate this wave of worldwide political instability I see a future that is defined by violence jealousy and group hate",negative
263,1251839409504292864,0,en,"What do you think ye lockdown 3 May ko khatam hojaega 🤔🤔🤔🤔🤔
 
 
 
 
 
lockdown lockdown2020 lockdownlife lockdownindia coronavirusindia corona coronavirus covid19 thekaurblogtv thekaurblog LINK",neutral
264,1251902785974603777,0,en,"Switzerland Thanking India for Covid Supplies

COVID19 INDORE india leapkreationsdesigns leapkreations hconcepts  Leap Kreations Digital Marketing Agency LINK",neutral
265,1251937175152865280,0,en,"To drink coffee with a ghost
stayhome staysafe coffee ghost chair o midnight chill gathering friends people bangalorediaries art friends family nature life living corona lockdown day25 LINK",neutral
266,1252153775659368448,0,en,"For all who workfromhome 
quarantinelife 
stayhomestaysafe
covid19
😁😅😁✌️ My quarantine life is to babysit him  Kalaburagi  ಕಲಬುರಗಿ LINK",neutral
267,1260935342045171713,0,en,StayatHome 50th days Lockdown 30  COVID19 💔🙅🏻‍♀️🔥  Yesh Modeling Studio LINK,neutral
268,1260998007274844161,0,en,"What a joy in heaven One new soul accepted Jesus as her saviour and Lord and committed to be baptised by the water and spirit during this time of Coronavirus pandemic 

waterbaptism baptism savesoul LINK",positive
269,1251882192583745537,0,en,Garmii 🔥 a gayi hai How are you coping with this garmi I try to eat fruits and hydrate myself as much as possible foodiesofindia watermelon summer mumbai covid  Mumbai Maharashtra LINK,neutral
270,1252233027469455362,0,en,"Regram mygovindia
India COVID 19  rules for Migrant workers within India during Lockdown  India LINK",neutral
271,1252633198519083011,0,en,"A dog is someone who loves you more than you love yourself
I love Dogs a lot  Its a street Dog  
Animals dont get affected by Corona  So pls feed them during this crisis  
Instagram  LINK",positive
272,1251826591010902017,0,en,"Switzerland expressed solidarity with our India in its fight against the Corona virus pandemic by projecting the Tricolour on Matterhorn Mountain
👍👍  Secp3 greater noida LINK",positive
273,1251863531076624387,0,en,"Digital Marketing Vs Lockdown Covid19
After Lockdown How to Promote your business 
By Digital Marketing
Pl contact me  India LINK",neutral
274,1251729531229966338,0,en,"Bhalo theko KOLKATA 
streetsofkolkata after 25 days of Nationwide lockdown due to the coronavirus outbreak  We Shall Overcome this
shotoniphone this video showing kolkatalanes 
 


kolkatabuzz LINK",negative
275,1252428218155405315,0,en,"Day16 wfhyoga ☀️ Sun nature human a great combo to Create a great healthy future in these Corona times 🧘‍♂️🧘🏽‍♂️🔐🧘‍♀️

india corona fightcorona fightcovid19 indiafightscorona stressmanagement mentalhealth LINK",positive
276,1252515002721992705,0,en,"Change the world by being yourself

A wonderful quote which i always like in my lifetime 

lockdown  atrocities covid19 beingthoughtful  Valasaravakkam LINK",positive
277,1258713170451017728,0,en,In a turn of events Corona Virus has shaken up the worlds concept of being positive The notorious COVID19 has meandered its way into our lives in a way that the whole world has been in a standstill since LINK,positive
278,1258755267103207426,0,en,Todays Positive covid19 surat  Surat Gujarat LINK,positive
279,1251782810014232576,0,en,"National Art Competition  COVID19
AWARENESS CAMPAIGNS
Student artist  
Title  Corona virus effects on earth
Medium  peoples awareness
size  275X347
Prize
Address  SAbinav
Old no102new LINK",positive
280,1252794259796705280,2,en,Stigmabase   Six Times Frontline Corona Warriors Faced Attack In India Attacks on the medical professionals stonepelting at health workers  Two women doctors were injured in the attack and had to be rescued by  View article LINK,neutral
281,1260896533920321537,0,en,Shambhavi kumari of STD VI has made painting on the theme COVID19 and through this  Painting she wants to give lesson to the society that we should follow rules and regulations of government so that we can STAY LINK,positive
282,1260915107887865856,0,en,"Where would you ESCAPE right now unlimited budget and no corona virus

While home is certainly an escape from the world I think of exploring the North Eastern States  the culture food and mountains And of LINK",positive
283,1260946402315833346,0,en,"Trying to be a vegan during this covid19 pandemic

 palak
spinach
coronavirus covid19 stayhome staysafe healthylifestyle healthiswealth beingvegan vegetarian  HSR Layout LINK",neutral
284,1261115939694788609,0,en,"Just hanging out 



doubleexposure hangingout stayhome staysafe lockdown covid creative creativephotography creativeideas creativeeveryday photooftheday instaphotography ipc oph mobilephotography LINK",positive
285,1251820243594379266,2,en,State government must immediately take up with MHA Government of India to bring back the students amp migrant workers stranded in different states across the country due to the nationwide lockdown to contain COVID19 LINK,negative
286,1252336729060773893,0,en,"🇮🇳 India

️ StayAtHome

Notes Heavily Lockeddown Unreliable Data Poverty

🕓 2004 Covid19

44",negative
287,1252415894812127233,0,en,Decrypted Postcoronavirus Auth0s close call North Korea warning Awakes Series C LINK LINK,neutral
288,1252528472318193664,0,en,"Managing Covid19 Stress
stayhomestaysafestopthespread covi̇d19lovebeautifultbt  पिंपरी चिंचवड  Pimpri Chinchwad City LINK",neutral
289,1252572713111236608,0,en,"Wild Life During Corona Lockdown in India corona covid19 lockdown wildlife earth 

LINK

A foot and lighthearted theyre taking to the open road

Amid the global lockdowns to curb the LINK",positive
290,1258656629815488512,0,en,"It is not related to any one Region but its a Pan India Situation
Tell me one Good Reason why a Doctor should treat a COVID19 pt at all
Doctor should stop Treating CORONA pts now  Warriors of Dharma LINK",positive
291,1258721112457797632,0,en,"rnpotterys1 Ramnarayan blue art potteries
Founder Mr Ramnarayan prajapati

Help us support COVIDhit families to regenerate lost livelihoods 

Discover a great selection of enchanting Jaipur blue Potteryhome LINK",positive
292,1258732057418698752,0,en,GO BACK CORONA GO BACK  Kolkata  The City of Love LINK,positive
293,1261146752872259586,0,en,Sakshi Kumari of STD I has made painting on the theme COVID19 and through this  Painting she wants to give lesson to the society that we should follow rules and regulations of government so that we can STAY LINK,positive
294,1251893694975918080,0,en,"Goal1 zerohungerchallenge
Event82
covid19
foodforanimals
khammam
Day6

Location Khammam Local Areas 
From 17th to 19th April
    
       As We All Know COVID19 Spreading The World and Everyone Is LINK",neutral
295,1252074587782856711,0,en,"Hello Friends
RajGardenPlants ROOKHRAJPAUDHSHALA
memories covid19 corona IndiaFightsCorona stayhome staysafe Shayari love ishc pyar poem gazal poetry  shayar write writing write kavi kavita LINK",positive
296,1252677656874795016,0,en,"🇮🇳 India ⚪🔹✨🔹🔹✨🔹✨✨🔹

Official cases 18539  1343M
Est cases 103176  747M
Change 924  5

Deaths 592  043M
Change 3  6

Mort 319

👨🏽‍⚕️Breathing LINK
🧘🏻 LINK

🕓 2104

24 LINK",negative
297,1258656020664107010,0,en,"Keep your account upto date during COVID19
Host your data with Hosting Safari and get access from anytime anywhere
tallyoncloud cloudservices trending trends instagood sme largeenterprise cagroup LINK",neutral
298,1252088112106344450,0,en,"How can you prevent the spread of the coronavirus disease

Standard recommendations to prevent the spread of COVID19 include frequent cleaning of hands using alcoholbased hand rub or soap and water covering the LINK",positive
299,1258740865129988096,0,en,"When is this getting over 

stayhome staysafe covid19 quarantinelife 
📸 akankshas30  Jaipur Rajasthan LINK",neutral
300,1258792181923483651,0,en,"The other side of covid19  nature is healing itself The only positive case of coronavirus pandemic that is going in favour of earth
 stayhome staysafe  Bihpuriagaon Assam India LINK",positive
